number,discovery_date,discovery_site,discoverer,category,diameter_km
3990,"September 25, 1987",Brorfelde,P. Jensen,T j (2.99) · HIL · 3:2,36.0
3991,"September 26, 1987",Anderson Mesa,E. Bowell,·,5.6
3992,"September 29, 1987",Tautenburg Observatory,F. Börngen,EOS,17.0
3993,"November 4, 1988",Kleť,A. Mrkos,·,8.4
3994,"December 2, 1988",Ayashi Station,M. Koishikawa,·,14.0
3995,"December 5, 1988",Chiyoda,T. Kojima,·,9.5
3996,"December 5, 1988",Yorii,"M. Arai , H. Mori",·,5.2
3997,"December 6, 1988",Dynic,A. Sugie,NYS ·,9.6
3998,"January 1, 1989",Chiyoda,T. Kojima,·,6.9
3999,"January 5, 1989",Chiyoda,T. Kojima,·,18.0
4000,"January 4, 1989",Kushiro,"S. Ueda , H. Kaneda",(5),17.0
4001,"August 2, 1949",Heidelberg,K. Reinmuth,(1338) ( FLO ),4.6
4002,"May 14, 1950",Heidelberg,K. Reinmuth,slow,10.0
4003,"March 8, 1964",Tautenburg Observatory,F. Börngen,CYB,36.0
4004,"September 16, 1971",Nauchnij,Crimean Astrophysical Observatory,·,25.0
4005,"October 8, 1972",Nauchnij,L. V. Zhuravleva,·,7.7
4006,"December 29, 1972",Nauchnij,T. M. Smirnova,·,16.0
4007,"September 19, 1973",Palomar,"C. J. van Houten , I. van Houten-Groeneveld , T. Gehrels",L4,46.0
4008,"January 22, 1977",El Leoncito,Félix Aguilar Observatory,PHO,5.4
4009,"March 13, 1977",Nauchnij,N. S. Chernykh,THM,18.0
4010,"August 21, 1977",Nauchnij,N. S. Chernykh,·,5.4
4011,"September 28, 1978",Nauchnij,N. S. Chernykh,·,3.7
4012,"November 7, 1978",Palomar,"E. F. Helin , S. J. Bus",·,5.8
4013,"July 21, 1979",Nauchnij,N. S. Chernykh,THM ·,16.0
4014,"September 28, 1979",Nauchnij,N. S. Chernykh,CYB,37.0
4015,"November 15, 1979",Palomar,E. F. Helin,APO + 1 km (0.62 mi) · PHA · Comet (107P),4.0
4016,"December 15, 1979",La Silla,"H. Debehogne , Netto, E. R.",·,8.3
4017,"February 21, 1980",Nauchnij,L. G. Karachkina,·,9.3
4018,"December 30, 1980",Kleť,A. Mrkos,·,12.0
4019,"March 1, 1981",Siding Spring,S. J. Bus,·,3.4
4020,"March 1, 1981",Siding Spring,S. J. Bus,·,6.9
4021,"August 30, 1981",Anderson Mesa,E. Bowell,·,4.5
4022,"October 8, 1981",Nauchnij,L. I. Chernykh,·,3.7
4023,"October 25, 1981",Kleť,L. Brožek,·,5.6
4024,"November 24, 1981",Anderson Mesa,E. Bowell,slow,12.0
4025,"November 24, 1981",Anderson Mesa,E. Bowell,·,4.4
4026,"January 30, 1982",Anderson Mesa,E. Bowell,NYS · slow,13.0
4027,"February 21, 1982",Anderson Mesa,E. Bowell,NYS,8.4
4028,"February 18, 1982",Socorro,"Taff, L. G.",(5),7.3
4029,"May 24, 1982",Palomar,"C. S. Shoemaker , S. J. Bus",moon,7.4
4030,"March 2, 1984",La Silla,H. Debehogne,·,7.0
4031,"February 12, 1985",Palomar,C. S. Shoemaker,H ·,3.9
4032,"October 22, 1985",Nauchnij,L. V. Zhuravleva,·,4.5
4033,"March 16, 1986",Kobuchizawa,"Inoue, M., O. Muramatsu",·,4.8
4034,"August 2, 1986",Palomar,E. F. Helin,APO · PHA,0.42
4035,"November 22, 1986",Toyota,"K. Suzuki , T. Urata",L4,69.0
4036,"February 21, 1987",La Silla,H. Debehogne,slow,11.0
4037,"March 2, 1987",Toyota,"K. Suzuki , T. Urata",·,7.1
4038,"August 21, 1987",La Silla,E. W. Elst,V,4.3
4039,"September 17, 1987",Geisei,T. Seki,·,6.6
4040,"September 21, 1987",Anderson Mesa,E. Bowell,·,12.0
4041,"February 19, 1988",Chiyoda,T. Kojima,EOS,26.0
4042,"January 15, 1989",Kitami,"K. Endate , K. Watanabe",NYS ·,8.6
4043,"October 17, 1977",Palomar,"C. J. van Houten , I. van Houten-Groeneveld , T. Gehrels",·,18.0
4044,"October 16, 1977",Palomar,"C. J. van Houten, I. van Houten-Groeneveld, T. Gehrels",EOS,15.0
4045,"September 9, 1953",Brooklyn,Indiana University,·,31.0
4046,"October 7, 1953",Brooklyn,Indiana University,·,13.0
4047,"October 8, 1964",Nanking,Purple Mountain,·,9.6
4048,"October 30, 1964",Brooklyn,Indiana University,·,3.4
4049,"August 31, 1973",Nauchnij,T. M. Smirnova,·,19.0
4050,"September 20, 1976",Kvistaberg,"C.-I. Lagerkvist , Rickman, H.",·,17.0
4051,"November 1, 1978",Caussols,K. Tomita,AGN,7.7
4052,"February 28, 1981",Siding Spring,S. J. Bus,EOS,13.0
4053,"October 2, 1981",Nauchnij,L. V. Zhuravleva,·,7.7
4054,"October 5, 1983",Kleť,A. Mrkos,·,12.0
4055,"February 24, 1985",Palomar,E. F. Helin,AMO + 1 km (0.62 mi),2.5
4056,"March 22, 1985",Anderson Mesa,E. Bowell,EUN,7.6
4057,"October 15, 1985",Anderson Mesa,E. Bowell,L4,46.0
4058,"May 4, 1986",Anderson Mesa,E. Bowell,EOS,15.0
4059,"September 29, 1987",Brorfelde,P. Jensen,EOS ·,17.0
4060,"December 17, 1987",La Silla,"E. W. Elst , G. Pizarro",L4,84.0
4061,"March 19, 1988",La Silla,W. Ferreri,THM,19.0
4062,"January 28, 1989",Bologna,San Vittore,·,5.5
4063,"February 1, 1989",Bologna,San Vittore,L4,96.0
4064,"September 24, 1960",Palomar,"C. J. van Houten , I. van Houten-Groeneveld , T. Gehrels",·,6.0
4065,"September 24, 1960",Palomar,"C. J. van Houten, I. van Houten-Groeneveld, T. Gehrels",·,3.9
4066,"September 7, 1940",Turku,H. Alikoski,slow,4.1
4067,"October 11, 1966",Nauchnij,N. S. Chernykh,·,7.4
4068,"September 19, 1973",Palomar,"C. J. van Houten , I. van Houten-Groeneveld , T. Gehrels",L4,68.0
4069,"November 7, 1978",Palomar,"E. F. Helin , S. J. Bus",·,4.0
4070,"September 8, 1980",Nauchnij,L. V. Zhuravleva,·,5.2
4071,"September 7, 1981",Nauchnij,L. G. Karachkina,slow,26.0
4072,"October 30, 1981",Kiso,"H. Kosai , K. Furukawa",·,4.7
4073,"October 23, 1981",Nanking,Purple Mountain,THM,13.0
4074,"October 22, 1981",Nauchnij,N. S. Chernykh,EOS,12.0
4075,"October 14, 1982",Nauchnij,L. G. Karachkina,·,10.0
4076,"October 19, 1982",Tautenburg Observatory,F. Börngen,KOR,9.0
4077,"December 13, 1982",Kiso,"H. Kosai , K. Furukawa",EOS,19.0
4078,"January 9, 1983",Anderson Mesa,B. A. Skiff,EOS,20.0
4079,"February 15, 1983",Anderson Mesa,E. Bowell,THM,16.0
4080,"August 4, 1983",Nauchnij,L. G. Karachkina,·,5.8
4081,"September 14, 1983",Anderson Mesa,E. Bowell,·,7.6
4082,"September 27, 1984",Palomar,C. S. Shoemaker,·,9.5
4083,"February 12, 1985",Palomar,C. S. Shoemaker,·,9.6
4084,"April 14, 1985",Anderson Mesa,E. Bowell,KOR,10.0
4085,"May 13, 1985",Palomar,C. S. Shoemaker,EUN,9.2
4086,"November 9, 1985",Nauchnij,L. V. Zhuravleva,L4,85.0
4087,"March 5, 1986",Anderson Mesa,E. Bowell,·,6.4
4088,"April 3, 1986",Brorfelde,P. Jensen,·,6.5
4089,"May 2, 1986",Palomar,Palomar,·,5.1
4090,"September 2, 1986",Kleť,A. Mrkos,NYS,7.2
4091,"October 7, 1986",Anderson Mesa,E. Bowell,·,23.0
4092,"October 8, 1986",Brorfelde,P. Jensen,moon,9.5
4093,"November 4, 1986",Siding Spring,R. H. McNaught,EOS,25.0
4094,"August 26, 1987",Shizuoka,"M. Kizawa , Kakei, W.",·,13.0
4095,"September 16, 1987",Geisei,T. Seki,·,4.8
4096,"November 15, 1987",Kushiro,"S. Ueda , H. Kaneda",GEF,7.7
4097,"November 18, 1987",Geisei,T. Seki,·,4.7
4098,"November 26, 1987",Tautenburg Observatory,F. Börngen,THM,14.0
4099,"January 13, 1988",La Silla,H. Debehogne,MAR,7.5
4100,"January 16, 1988",Okutama,"Hioki, T., N. Kawasato",EOS,16.0
4101,"February 8, 1988",Geisei,T. Seki,·,8.2
4102,"October 15, 1988",Smolyan,V. G. Ivanova,EOS,12.0
4103,"March 4, 1989",Palomar,E. F. Helin,PHO · slow,16.0
4104,"March 5, 1989",Palomar,E. F. Helin,MAR,8.6
4105,"March 5, 1989",Palomar,E. F. Helin,·,13.0
4106,"March 6, 1989",Minami-Oda,"T. Nomura , K. Kawanishi",·,20.0
4107,"April 7, 1989",Palomar,E. F. Helin,·,13.0
4108,"October 16, 1977",Palomar,"C. J. van Houten , I. van Houten-Groeneveld , T. Gehrels",·,10.0
4109,"July 17, 1969",Nauchnij,B. A. Burnasheva,·,4.8
4110,"February 13, 1977",Palomar,E. Bowell,·,23.0
4111,"March 1, 1981",Siding Spring,S. J. Bus,·,3.2
4112,"September 25, 1981",Kleť,"Mahrová, M.",·,46.0
4113,"January 18, 1982",Anderson Mesa,E. Bowell,BAP,7.3
4114,"August 19, 1982",Kleť,Z. Vávrová,·,5.5
4115,"August 29, 1982",Nauchnij,N. S. Chernykh,EOS,14.0
4116,"September 20, 1982",Palomar,E. F. Helin,H,4.7
4117,"September 24, 1982",Tautenburg Observatory,F. Börngen,·,6.5
4118,"October 15, 1982",Nauchnij,L. V. Zhuravleva,EOS,13.0
4119,"January 16, 1983",Anderson Mesa,E. Bowell,fast,13.0
4120,"September 14, 1985",La Silla,H. Debehogne,·,15.0
4121,"May 2, 1986",Palomar,INAS,PHO,6.9
4122,"July 28, 1986",Bologna,San Vittore,·,8.9
4123,"August 27, 1986",La Silla,H. Debehogne,KOR,6.5
4124,"September 29, 1986",Kleť,Z. Vávrová,HOF,19.0
4125,"June 28, 1987",Palomar,E. F. Helin,H,6.4
4126,"January 19, 1988",Kitami,"K. Endate , K. Watanabe",THM,20.0
4127,"January 25, 1988",Kushiro,"S. Ueda , H. Kaneda",·,8.5
4128,"January 28, 1988",Siding Spring,R. H. McNaught,EUN,4.5
4129,"February 22, 1988",Siding Spring,R. H. McNaught,·,5.4
4130,"February 17, 1988",Kavalur,"Rajamohan, R.",EOS,13.0
4131,"February 23, 1988",Siding Spring,"Noymer, A. J.",·,29.0
4132,"March 12, 1988",Palomar,J. Alu,·,9.7
4133,"February 17, 1942",Turku,L. Oterma,EUN,9.4
4134,"February 15, 1961",Tautenburg Observatory,F. Börngen,·,4.1
4135,"August 14, 1966",Nauchnij,"L. I. Chernykh , T. M. Smirnova",DOR,24.0
4136,"March 28, 1968",Nauchnij,T. M. Smirnova,·,11.0
4137,"November 24, 1970",Hamburg-Bergedorf,L. Kohoutek,·,6.5
4138,"September 19, 1973",Palomar,"C. J. van Houten , I. van Houten-Groeneveld , T. Gehrels",L4,46.0
4139,"November 2, 1975",Nauchnij,T. M. Smirnova,THM,13.0
4140,"November 11, 1976",El Leoncito,Félix Aguilar Observatory,·,34.0
4141,"August 8, 1978",Nauchnij,N. S. Chernykh,·,15.0
4142,"May 28, 1981",Kleť,Z. Vávrová,H · slow,6.0
4143,"August 29, 1981",Socorro,"Taff, L. G.",THM,17.0
4144,"September 28, 1981",Nauchnij,L. V. Zhuravleva,·,32.0
4145,"September 29, 1981",Nauchnij,L. V. Zhuravleva,·,5.3
4146,"February 16, 1982",Kleť,L. Brožek,·,4.8
4147,"January 12, 1983",Anderson Mesa,B. A. Skiff,V · slow?,5.2
4148,"July 11, 1983",Anderson Mesa,E. Bowell,·,7.3
4149,"March 9, 1984",Anderson Mesa,B. A. Skiff,EUN ·,10.0
4150,"August 31, 1984",Anderson Mesa,B. A. Skiff,·,6.6
4151,"April 24, 1985",Palomar,"C. S. Shoemaker , E. M. Shoemaker",THM,20.0
4152,"May 15, 1985",Anderson Mesa,E. Bowell,·,20.0
4153,"May 14, 1985",Palomar,C. S. Shoemaker,THM,17.0
4154,"July 10, 1985",Lake Tekapo,"A. C. Gilmore , P. M. Kilmartin",·,6.2
4155,"October 25, 1987",Kushiro,"S. Ueda , H. Kaneda",·,6.0
4156,"January 16, 1988",Chiyoda,T. Kojima,·,15.0
4157,"December 11, 1988",Gekko,Y. Oshima,ADE,21.0
4158,"January 28, 1989",Bologna,San Vittore,CYB · slow,17.0
4159,"April 5, 1989",Palomar,E. F. Helin,·,17.0
4160,"June 3, 1989",Palomar,E. F. Helin,·,10.0
4161,"September 24, 1960",Palomar,"C. J. van Houten , I. van Houten-Groeneveld , T. Gehrels",·,16.0
4162,"November 24, 1940",Nice,A. Patry,·,25.0
4163,"April 19, 1941",Turku,L. Oterma,EOS,20.0
4164,"October 16, 1969",Nauchnij,L. I. Chernykh,EUN,10.0
4165,"April 1, 1976",Nauchnij,N. S. Chernykh,·,8.0
4166,"September 26, 1978",Nauchnij,L. V. Zhuravleva,·,8.0
4167,"October 2, 1978",Nauchnij,L. V. Zhuravleva,MAR,13.0
4168,"March 6, 1979",El Leoncito,Félix Aguilar Observatory,·,6.9
4169,"March 16, 1980",La Silla,C.-I. Lagerkvist,CYB,37.0
4170,"August 6, 1980",Kleť,Z. Vávrová,EOS,17.0
4171,"March 23, 1982",Palomar,C. S. Shoemaker,·,4.9
4172,"March 20, 1982",La Silla,H. Debehogne,·,3.4
4173,"May 27, 1982",Palomar,C. S. Shoemaker,·,12.0
4174,"September 16, 1982",Nauchnij,L. I. Chernykh,THM,22.0
4175,"April 15, 1985",Anderson Mesa,E. Bowell,·,8.9
4176,"February 24, 1987",Kleť,A. Mrkos,THM,19.0
4177,"September 21, 1987",Anderson Mesa,E. Bowell,CYB · 2:1J,11.0
4178,"March 13, 1988",Palomar,E. F. Helin,(3460),16.0
4179,"January 4, 1989",Caussols,C. Pollas,APO + 1 km (0.62 mi) · (887) · PHA · slow,5.4
4180,"September 24, 1960",Palomar,"C. J. van Houten , I. van Houten-Groeneveld , T. Gehrels",·,9.7
4181,"February 24, 1938",Turku,Y. Väisälä,slow,8.3
4182,"May 2, 1951",Fort Davis,McDonald Observatory,GEF,10.0
4183,"June 5, 1959",Bloemfontein,C. Hoffmeister,APO + 1 km (0.62 mi) · PHA,3.7
4184,"October 8, 1969",Nauchnij,L. I. Chernykh,·,7.6
4185,"March 4, 1975",Nauchnij,T. M. Smirnova,·,6.1
4186,"February 18, 1977",Kiso,"H. Kosai , K. Furukawa",·,30.0
4187,"April 11, 1978",Nauchnij,N. S. Chernykh,·,14.0
4188,"April 25, 1979",Nauchnij,N. S. Chernykh,·,6.6
4189,"September 22, 1979",Nauchnij,N. S. Chernykh,·,3.9
4190,"May 11, 1980",Kleť,L. Brožek,EUN,7.4
4191,"May 22, 1980",La Silla,H. Debehogne,EUN,7.4
4192,"February 28, 1981",La Silla,"H. Debehogne, G. de Sanctis",THM,21.0
4193,"September 26, 1981",Anderson Mesa,"B. A. Skiff , N. G. Thomas",THM,18.0
4194,"September 15, 1982",Anderson Mesa,E. Bowell,·,17.0
4195,"September 19, 1982",Nauchnij,L. I. Chernykh,KOR,9.7
4196,"September 16, 1982",Nauchnij,L. I. Chernykh,3:2,37.0
4197,"October 11, 1982",Palomar,"E. F. Helin , E. M. Shoemaker",APO + 1 km (0.62 mi),1.8
4198,"February 11, 1983",Anderson Mesa,N. G. Thomas,THM,12.0
4199,"September 1, 1983",La Silla,H. Debehogne,·,5.6
4200,"November 28, 1983",Karasuyama,"Y. Banno , T. Urata",·,8.0
4201,"May 3, 1984",Anderson Mesa,B. A. Skiff,·,33.0
4202,"February 12, 1985",La Silla,H. Debehogne,EOS,10.0
4203,"March 26, 1985",Palomar,C. S. Shoemaker,BRU,18.0
4204,"May 11, 1985",Palomar,C. S. Shoemaker,·,5.8
4205,"December 18, 1985",Anderson Mesa,E. Bowell,·,3.6
4206,"August 25, 1986",La Silla,H. Debehogne,KOR,8.5
4207,"September 5, 1986",Anderson Mesa,E. Bowell,EOS,13.0
4208,"September 6, 1986",Anderson Mesa,E. Bowell,·,30.0
4209,"October 4, 1986",Palomar,E. F. Helin,·,31.0
4210,"February 21, 1987",La Silla,H. Debehogne,EOS,10.0
4211,"September 12, 1987",La Silla,H. Debehogne,THM,25.0
4212,"September 28, 1987",Toyota,"K. Suzuki , T. Urata",·,17.0
4213,"September 25, 1987",Brorfelde,P. Jensen,·,5.9
4214,"October 22, 1987",Nauchnij,L. V. Zhuravleva,·,8.2
4215,"November 14, 1987",Kushiro,"S. Ueda , H. Kaneda",·,6.6
4216,"January 14, 1988",La Silla,H. Debehogne,·,2.4
4217,"January 24, 1988",Palomar,C. S. Shoemaker,PHO,8.7
4218,"January 16, 1988",La Silla,H. Debehogne,·,4.2
4219,"February 19, 1988",Kobuchizawa,"Inoue, M., O. Muramatsu",NYS · slow,10.0
4220,"February 22, 1988",Siding Spring,R. H. McNaught,DOR,11.0
4221,"March 13, 1988",Palomar,J. Alu,·,11.0
4222,"March 13, 1988",Palomar,E. F. Helin,·,9.6
4223,"May 7, 1988",Geisei,T. Seki,EOS,23.0
4224,"May 19, 1988",Palomar,E. F. Helin,·,35.0
4225,"January 31, 1989",Okutama,"Hioki, T., N. Kawasato",·,6.4
4226,"September 1, 1989",Haute-Provence,E. W. Elst,·,33.0
4227,"February 17, 1942",Turku,L. Oterma,NYS,8.3
4228,"July 25, 1968",Cerro El Roble,"Plyugin, G. A., Yu. A. Belyaev",·,3.5
4229,"January 22, 1971",Nauchnij,L. I. Chernykh,·,8.7
4230,"September 19, 1973",Palomar,"C. J. van Houten , I. van Houten-Groeneveld , T. Gehrels",3:2 · SHU,28.0
4231,"November 20, 1976",Harvard Observatory,Harvard Observatory,slow,13.0
4232,"February 13, 1977",El Leoncito,Félix Aguilar Observatory,H ·,3.3
4233,"September 11, 1977",Nauchnij,N. S. Chernykh,·,7.4
4234,"May 6, 1978",Nauchnij,N. S. Chernykh,THM,16.0
4235,"September 27, 1978",Nauchnij,L. I. Chernykh,·,10.0
4236,"March 23, 1979",Nauchnij,N. S. Chernykh,CYB · slow,33.0
4237,"September 24, 1979",Nauchnij,N. S. Chernykh,·,10.0
4238,"April 13, 1980",Kleť,A. Mrkos,·,5.7
4239,"July 17, 1980",Anderson Mesa,E. Bowell,·,4.4
4240,"March 2, 1981",Siding Spring,S. J. Bus,KOR,6.4
4241,"March 2, 1981",Siding Spring,S. J. Bus,KOR,3.5
4242,"March 28, 1981",Harvard Observatory,Harvard Observatory,THM,14.0
4243,"April 4, 1981",Lake Tekapo,"A. C. Gilmore , P. M. Kilmartin",EOS,18.0
4244,"October 7, 1981",Nauchnij,L. I. Chernykh,·,15.0
4245,"October 29, 1981",Nanking,Purple Mountain,·,10.0
4246,"September 24, 1982",Tautenburg Observatory,F. Börngen,·,4.8
4247,"November 28, 1983",Anderson Mesa,E. Bowell,(3460),12.0
4248,"April 23, 1984",Lake Tekapo,"A. C. Gilmore , P. M. Kilmartin",·,4.1
4249,"September 29, 1984",Kleť,A. Mrkos,·,10.0
4250,"October 20, 1984",Kleť,Z. Vávrová,·,23.0
4251,"May 11, 1985",Palomar,C. S. Shoemaker,NYS,4.3
4252,"September 11, 1985",La Silla,H. Debehogne,EUN,7.4
4253,"October 11, 1985",Palomar,C. S. Shoemaker,·,7.2
4254,"October 24, 1985",Kvistaberg,C.-I. Lagerkvist,EUN,9.6
4255,"April 4, 1986",Kitt Peak,Spacewatch,3:2 · SHU,15.0
4256,"October 3, 1986",Geisei,T. Seki,·,7.6
4257,"August 23, 1987",Palomar,J. E. Mueller,APO + 1 km (0.62 mi),2.3
4258,"September 1, 1987",Nauchnij,L. G. Karachkina,·,9.2
4259,"September 16, 1988",Cerro Tololo,S. J. Bus,KOR,9.2
4260,"January 4, 1989",Kushiro,"S. Ueda , H. Kaneda",KOR,10.0
4261,"January 28, 1989",Gekko,Y. Oshima,AGN,6.7
4262,"February 5, 1989",Yorii,"M. Arai , H. Mori",·,6.4
4263,"September 7, 1989",Kitami,"M. Yanai , K. Watanabe",·,9.0
4264,"October 2, 1989",Siding Spring,"Cwach, K. F. J.",·,4.5
4265,"October 8, 1989",Kani,"Y. Mizuno , T. Furuta",·,14.0
4266,"December 28, 1940",Turku,Y. Väisälä,·,23.0
4267,"August 18, 1971",Nauchnij,T. M. Smirnova,·,2.7
4268,"October 5, 1972",Nauchnij,T. M. Smirnova,·,4.3
4269,"March 22, 1974",Cerro El Roble,C. Torres,·,5.1
4270,"October 1, 1975",El Leoncito,Félix Aguilar Observatory,PHO,8.3
4271,"April 3, 1976",Nauchnij,N. S. Chernykh,EOS,20.0
4272,"March 12, 1977",Kiso,"H. Kosai , K. Furukawa",moon,7.7
4273,"October 29, 1978",Nanking,Purple Mountain,NYS,4.5
4274,"September 6, 1980",Nauchnij,N. S. Chernykh,·,13.0
4275,"March 1, 1981",Siding Spring,S. J. Bus,EUN,3.8
4276,"December 2, 1981",Anderson Mesa,E. Bowell,·,4.7
4277,"January 15, 1982",Kleť,A. Mrkos,slow,10.0
4278,"September 22, 1982",Anderson Mesa,E. Bowell,(2076),4.5
4279,"November 19, 1982",Bologna,San Vittore,ERI,7.6
4280,"August 13, 1985",Nauchnij,N. S. Chernykh,slow,5.9
4281,"October 15, 1985",Anderson Mesa,E. Bowell,·,9.7
4282,"October 28, 1987",Kushiro,"S. Ueda , H. Kaneda",·,7.4
4283,"January 23, 1988",Palomar,C. S. Shoemaker,PHO · slow,7.0
4284,"March 16, 1988",Kushiro,"S. Ueda , H. Kaneda",·,11.0
4285,"July 11, 1988",Palomar,E. F. Helin,EUN,7.8
4286,"August 8, 1988",Nauchnij,L. I. Chernykh,KOR,10.0
4287,"September 7, 1989",Kleť,A. Mrkos,·,5.9
4288,"October 8, 1989",Chiyoda,T. Kojima,EUN · moon,12.0
4289,"October 29, 1989",Dynic,A. Sugie,·,7.7
4290,"October 30, 1989",Geisei,T. Seki,EOS,17.0
4291,"November 2, 1989",Yorii,"M. Arai , H. Mori",·,18.0
4292,"November 4, 1989",Ayashi Station,M. Koishikawa,·,25.0
4293,"November 1, 1989",Gekko,Y. Oshima,·,16.0
4294,"September 24, 1960",Palomar,"C. J. van Houten , I. van Houten-Groeneveld , T. Gehrels",·,8.5
4295,"September 24, 1960",Palomar,"C. J. van Houten, I. van Houten-Groeneveld, T. Gehrels",·,8.0
4296,"September 28, 1935",Johannesburg,H. van Gent,(883) · moon,6.1
4297,"April 19, 1938",Hamburg-Bergedorf,W. Dieckvoss,·,3.7
4298,"November 17, 1941",Barcelona,"Polit, I.",·,17.0
4299,"August 28, 1952",Brooklyn,Indiana University,·,7.9
4300,"September 18, 1955",Brooklyn,Indiana University,·,4.0
4301,"August 7, 1966",Bloemfontein,Boyden Observatory,THM,14.0
4302,"April 22, 1968",Nauchnij,T. M. Smirnova,·,7.4
4303,"September 25, 1973",Nauchnij,L. V. Zhuravleva,·,4.1
4304,"September 27, 1973",Nauchnij,L. I. Chernykh,·,8.4
4305,"March 7, 1976",Harvard Observatory,Harvard Observatory,·,7.9
4306,"September 24, 1976",Nauchnij,N. S. Chernykh,THM,9.4
4307,"October 26, 1976",Nauchnij,T. M. Smirnova,·,10.0
4308,"August 9, 1978",Nauchnij,N. S. Chernykh,·,9.5
4309,"August 30, 1978",Harvard Observatory,Harvard Observatory,·,5.5
4310,"September 2, 1978",La Silla,C.-I. Lagerkvist,·,3.6
4311,"September 26, 1978",Nauchnij,L. V. Zhuravleva,V,4.0
4312,"November 29, 1978",Palomar,"S. J. Bus , C. T. Kowal",·,12.0
4313,"April 21, 1979",La Silla,H. Debehogne,slow,19.0
4314,"June 25, 1979",Siding Spring,"E. F. Helin , S. J. Bus",·,5.8
4315,"September 24, 1979",Nauchnij,N. S. Chernykh,·,21.0
4316,"October 14, 1979",Nauchnij,N. S. Chernykh,KOR,9.7
4317,"February 19, 1980",Kleť,Z. Vávrová,HIL · 3:2,39.0
4318,"February 21, 1980",Kleť,Z. Vávrová,·,26.0
4319,"March 1, 1981",Siding Spring,S. J. Bus,·,4.1
4320,"March 1, 1981",Siding Spring,S. J. Bus,·,2.7
4321,"March 2, 1981",Siding Spring,S. J. Bus,·,11.0
4322,"March 11, 1981",Siding Spring,S. J. Bus,·,3.7
4323,"August 27, 1981",Zimmerwald,P. Wild,·,4.0
4324,"December 24, 1981",Socorro,"Taff, L. G.",·,12.0
4325,"April 18, 1982",Anderson Mesa,E. Bowell,MRX,9.2
4326,"April 28, 1982",Anderson Mesa,E. Bowell,·,16.0
4327,"May 24, 1982",Palomar,C. S. Shoemaker,slow,15.0
4328,"September 18, 1982",La Silla,H. Debehogne,·,3.5
4329,"September 22, 1982",Socorro,"Taff, L. G.",·,5.3
4330,"October 19, 1982",Tautenburg Observatory,F. Börngen,·,2.5
4331,"April 18, 1983",Anderson Mesa,N. G. Thomas,·,6.0
4332,"September 5, 1983",Palomar,C. S. Shoemaker,·,12.0
4333,"September 4, 1983",Anderson Mesa,E. Bowell,·,4.1
4334,"September 2, 1983",La Silla,H. Debehogne,THM,10.0
4335,"November 1, 1983",Cavriana,Cavriana,·,5.2
4336,"August 31, 1984",Anderson Mesa,B. A. Skiff,·,7.2
4337,"April 14, 1985",Anderson Mesa,E. Bowell,THM,20.0
4338,"August 14, 1985",Anderson Mesa,E. Bowell,·,4.0
4339,"October 20, 1985",Kleť,A. Mrkos,·,4.2
4340,"May 4, 1986",Palomar,C. S. Shoemaker,PHO,8.1
4341,"May 29, 1987",Palomar,C. S. Shoemaker,APO + 1 km (0.62 mi),3.2
4342,"August 21, 1987",La Silla,E. W. Elst,·,19.0
4343,"January 10, 1988",Kushiro,"S. Ueda , H. Kaneda",DOR,18.0
4344,"February 11, 1988",La Silla,E. W. Elst,THM,16.0
4345,"February 11, 1988",La Silla,E. W. Elst,KOR,9.5
4346,"February 23, 1988",Siding Spring,"Noymer, A. J.",EOS,11.0
4347,"August 13, 1988",Tautenburg Observatory,F. Börngen,·,17.0
4348,"September 11, 1988",Palomar,C. S. Shoemaker,L5,82.0
4349,"June 5, 1989",La Silla,W. Landgraf,·,28.0
4350,"October 26, 1989",Kushiro,"S. Ueda , H. Kaneda",moon,11.0
4351,"October 28, 1989",Kani,"Y. Mizuno , T. Furuta",KOR,8.2
4352,"October 29, 1989",Dynic,A. Sugie,·,12.0
4353,"November 25, 1989",Kani,"Y. Mizuno , T. Furuta",·,11.0
4354,"September 24, 1960",Palomar,"C. J. van Houten , I. van Houten-Groeneveld , T. Gehrels",DOR,12.0
4355,"October 17, 1960",Palomar,"C. J. van Houten, I. van Houten-Groeneveld, T. Gehrels",MAR,7.0
4356,"October 17, 1960",Palomar,"C. J. van Houten, I. van Houten-Groeneveld, T. Gehrels",DOR,11.0
4357,"September 29, 1973",Palomar,"C. J. van Houten, I. van Houten-Groeneveld, T. Gehrels",EOS,18.0
4358,"October 5, 1909",Greenwich,P. H. Cowell,EUN,9.1
4359,"September 28, 1935",Johannesburg,H. van Gent,·,5.1
4360,"October 9, 1964",Nanking,Purple Mountain,·,13.0
4361,"October 9, 1977",Nauchnij,L. I. Chernykh,THM,17.0
4362,"August 1, 1978",Bickley,Perth Observatory,moon,5.6
4363,"October 2, 1978",Nauchnij,L. V. Zhuravleva,·,4.9
4364,"November 7, 1978",Palomar,"E. F. Helin , S. J. Bus",·,4.2
4365,"November 7, 1978",Palomar,"E. F. Helin, S. J. Bus",KOR,7.4
4366,"December 24, 1979",Nauchnij,L. V. Zhuravleva,THM,16.0
4367,"March 2, 1981",Siding Spring,S. J. Bus,·,10.0
4368,"May 5, 1981",Palomar,C. S. Shoemaker,·,22.0
4369,"July 30, 1982",Kleť,L. Brožek,·,16.0
4370,"September 22, 1982",Anderson Mesa,E. Bowell,moon,3.8
